texto,classe
aquisição de testes rápidos destinados ao enfretamento da emergência de saúde pública decorrente do coronavirus covid  no município de monte alegre do piauí pi,1
o objeto do presente contrato consiste na contratação direta de empresa especializada no fornecimento de produto médico hospitalar para aquisição de mobiliário a ser utilizado no enfrentamento ao covid  no município de santa filomena pi,1
contratação de empresa do ramo pertinente para aquisição de equipamentos de proteção individual epi destinados ao enfretamento da emergência de saúde pública decorrente do coronavirus covid  em caráter emergencial para atender as demandas da secretaria municipal de saúde,1
aquisicao de equipamentos hospitalares conforme especificacao abaixo em carater emergencial para equipar o hospital de campanha n sra de fatima para atender os pacientes infectados com o covid  no municipio de parnaiba pi,1
um carro de emergência,0
aquisição de materiais permanentes para estruturação de espaço adequado para atendimento exclusivo de pacientes com diagnóstico de covid  no hospital estadual joão luiz de moraes,0
contratação de empresa para aquisição de móveis hospitalares objetivando a reestruturação do estabelecimento assitencial de saúde eas do hospital regional joão pacheco cavalcante ao qual se destinam em conformidade com as especificações e consições constantes deste termo de referencia como forma de medidas de enfrentamento ao coronavírus,1
fornecimento de materiais que venham a minimizar os riscos de contaminação pelo covid  corona virus com fornecimento imediato,1
aquisição com urgência de equipamentos médico hospitalares para implementação de leitos nesta unidade hospitalar tendo em vista o risco iminente de epidemia pelo coronavírus duas camas hospitalares fawler elétrica e um aspirador de secreções elétrico móvel conforme publicação em pg,1
aquisição de sapatos e botas para os funcionários do hospital municipal senador dirceu mendes arco verde para o enfrentamento da covid,1
aquisição de macacões camisas e botas para os profissionais do samu para o enfrentamento da covid,1
contratacao de empresa especializada em fornecimento de oxigenio e gases medicinais liquefeitos comprimidos em cilindro para o hospital municipal de campanha nossa senhora de fatima para atender os pacientes infectados com o covid  no municipio de parnaiba pi,1
dois ventiladores pulmonares pressométrico e volumétrico,1
aquisicao em carater emergencial de equipamentos de protecao basica aventais e mascaras n para auxiliar no combate a pandemia covid  dos setores ubs pronto socorro hospital de campanha samu ces ccz e setores administrativos no municipio de parnaiba pi,1
aquisição de material hospitalar em geral para atender as necessidades emergenciais do hospital,1
aquisição de um cardioversor com sp ecg e marcapasso transcutaneo,1
aquisição com urgência de equipamentos médico hospitalares para implementação de leitos nesta unidade hospitalar tendo em vista o risco iminente de epidemia pelo coronavírus dois monitores multiparâmetro com capnografia conforme publicação em pg,1
aquisição do medicamento azitromicina mg para uso no ambulatório da sec do municipio de parnaiba pi para atender os pacientes infectados com o covid  no municipio de parnaiba pi,1
aquisição de igg igm teste rápido sabonetinho para o enfrentamento do covid  no município de campo grande do piauí pi testes,1
aquisição de sensor spo adulto dixtal,1
aquisição de epi s mascara de proteção individual para os profissionais de saúde no enfretamento do corona vírus covid,1
contratação de empresa especializada para em caráter de urgência adquirir formulas infantis e dietas enterais para a assistencia dos pacientes com suspeita portadoras acometidas de covid  no hospital infantil lucídio portela bem como os outros pacientes existentes no hospital em razão da pandemia,1
aquisição de materiais necessários epis em caráter de urgência visando ações de combate ao coronavirus conforme processo administrativo,1
contratação de pessoa fisica para fornecimento de aventais para utilização no combate a covid  para a prefeitura municipal de boqueirão do piauí  pi,1
contratação de empresa para fornecimento de termometros e oximetros para utilização o combate a covid para a prefeitura municipal de boqueirão do piauí pi,1
contratação de empresa para fornecimento de epi s e álcool destinados aos profissionais da saúde a prevenção e combate ao covid o muntcípio de cocal de telha pi,1
aquisição de testes imunocromatográficos rápidos para determinação qualitativa de anticorpos igm e para o virus covid  em amostras de sangue total soro ou plasma para atender as necessidades do municipio de demerval lobão  pi,1
para aquisição de epi equipamentos de proteção individual a serem utilizadas pela as equipes assistenciais nas ações preventivas e corretivas de apoio ao combate a pandemia de covid  sob solicitação da secretaria municipal de assistência social do município de capitão de campos pi,1
aquisição de material fisioterapia respiratória,1
acrescimo de ao contrato de dispensa  que tem como objeto aquisição de poltronas hospitalares e testes de covid  conf publicação de pg,1
aquisição de equipamento de proteção individual epi,1
medico hospitalar,1
aquisição de filmes raio x,1
aquisição de avental descartável em tnt para o enfrentamento ao coronavírus,1
aquisição de insumos epi s para secretaria municipal de saúde para o enfrentamento da emergencia de saúde pública causada pelo coronavirus covid  no municipio de arraial pi,1
aquisiçao de equipamento hospitalar para equipar o hospital nossa senhora de fatima para atender pacientes infectados pelo covid no municipio de parnaiba pi,1
aquisição de máscaras e aventais destinados ao enfrentamento da emergencia de saúde pública decorrente do coronavirus covid  para o municipio de alagoinha do piaui pl,1
contrataçao de empresa especializada para a confecção de mascaras em tecido e aventais em tnt para atender as medidas de enfrentamento a pandemia do coronavirus covid  realizada pelo cras conforme,1
aquisição destinado ao custeio da produção de máscaras de tecido por costureiros as pessoa física microempreendedores individuais mels e microempresas mes de confecção com residencia ou sede na cidade de são josé divino pi publicação original em pg,1
fornecimento de equipamentos de proteçao individual epi para atender as necessidade da secretaria municipal de saúde de arozes pi,1
aquisição destinado ao custeio da produção de máscaras de tecido por costureiros as pessoa física microempreendedores individuais mels e microemlresas mes de confecção com residencia ou sede na cidade de são josé divino pi publicação original em pg,1
para a aquisição de vinte mil unidades de equipo para dieta enteral,1
contrato de aquisição de medicamentos e material hospitalar,1
primeiro termo aditivo ao contrato de fornecimento de insumos descartáveis toucas aventais e mascaras para o enfretamento da emergência de saúde pública decorrente do coronavirus para atender a secretaria municipal de saúde de cocal pi,1
aquisição de epi s avental de proteção individual para os profissionais de saúde no enfretamento do corona vírus covid na forma estabelecida pela lei,1
contratação de empresa para fornecimento de testes rápidos destinados ao enfrentamento da emergência de saúde pública de importancia internacional decorrente do coronavirus para atender o município de eliseu matins,1
contratação de empresa para a aquisição de testes rapidos descritos na planilha orçamentaria para atender as medidas de enfrentamento a pandemia do coronavírus covid,1
aquisição de material de proteção individual epi secretaria de assistência social,1
contratação de empresa para fornecimento de materiais e insumos médico hospitalares para subsidiar medidas de controle e prevenção do novo coronavírus no município de nazare do piauí pi,1
cotrataçao de empresa para fornecimento de materiais e insumos médico hospitalares para subsidiar medidas de controle e prevenção do novo coronavírus oo município de pajeú do piaui pi,1
contratação de empresa especializada para a aquisição de materiais insumos e equipamentos de proteção individual incluindo máscaras cirúrgicas toucas aventais descartáveis e impermeáveis álcool etilico álcool em gel óculos de proteção protetor facial e luvas de procedimento em atendimento as necessidades da secretaria municipal de saúde como medida de prevenção e combate a emergência de saúde pública decorrente do novo coronavírus covid,1
aquisição de tomadas duplas para oxigênio para aparelhamento da rede hospitalar municipal no combate ao coronavírus,0
para a aquisição de kit de oxigênio portátil para aparelhamento da rede hospitalar municipal no combate ao coronavírus,1
contratação de empresa para aquisição de material de epis em função da atualizaçao dos protocolos de enfrentamento ao covid,1
contratação de empresa para o fornecimento de insumos para atender os diversos setores de atendimento à população afetada em decorrência a pandemia covid pela secretaria municipal de saúde no município de pedro  pmpii pi publicação original em pg,0
contratação de empresa para aquisição de testes rápidos para covid  atendendo as necessidades da secretaria de saúde do municipio de ribeiro goncalves  pi,1
contratação de empresa para o fornecimento de insumos para atender os diversos setores de atendimento à população afetada em decorrência a pandemia covid pela secretaria municipal de saúde no município de pedro ii pmpii pj unidades de mascara facial pff n publicação original em pgs e,1
fornecimento de medicamento de síndrome gripal para a campanha de prevenção combate e enfrentamento a covid  publicação original em pg,1
contratação de empresa distribuidora de material médico e hospitalar que possa fornecer termômetros digitais infravermelhos para o enfrentamento da situação emergencial de saúde pública decorrente da pandemia mundial covid  visando atender demanda da secretaria de estado da justiça do piauí na parte interna e externa de todas as unidades penitenciárias que compõe o sistema prisional piauiense,1
contratação de empresa para o fornecimento de insumos para atender os diversos setores de atendimento à população afetada em decorrência a pandemia covid pela secretaria municipal de saúde no município de pedro ii pmpii pi agulha descartavel termometro digital laser mascara comum descartavel lencol desc c  elastico publicação original em pg,1
contratação direta para aquisição de luvas latex para serem utilizadas pelos profissionais da saúde no combate do novo coronavirus covid,1
contratação de empresa especializada para o fornecimento de insumos e epi descritos na planilha orçamentaria para atender as medidas de enfrentamento a pandemia do coronavírus covid,1
contratação para contratação de empresa especializada para a aquisição de insumos hospitalares e epi descritos na planilha orçamentaria para atender as medidas de enfrentamento a pandemia do coronavírus covid,1
contratação de empresa para aquisição de epis para as ações primárias da saúde em combate ao covid  no município de monsenhor hipólito pi publicação original em pg com o valor de r,1
aquisição de  mês dez mil por mês de equipos para bombas de infusão e  mês dois mil por mês de equipos tipo fotossensível para bomba de infusão pelo período de meses para implementação de leitos em unidades hospitalares como medidas de enfrentamento ao novo coronavírus,1
contrato de empresa para fornecimento de materiais para confecção de epi s destinados às equipes do hospital municipal dona lourdes mota de pio ix pi,1
contratação de empresa para aquisiçao testes rápidos igg igm destinados ao enfrentamento de emergência de saúde pública decorrente do coronavírus covid  no município de monsenhor hipólito pi publicação original em pg no valor de r,1
contratação direta para aquisição de avental cirurgico descartável em tnt glm tecido não tecido produto em polipropileno atóxico e hipoalérgico destinado aos profissionais de saúde deste município que atuam na linha de frente nas ações de combate e prevenção da pandemia do novo coronavirus covid,1
contratação de empresa para aquisição de equipamentos de proteção individual para o combate a pandemia covid  do município de capitão gervásio oliveira pi,1
o fornecmento de mil unidades de aventais destinados à seaetaria municipal da saúde de cristino castro pi ratificação da dispensa publicada em pg,1
aquisição de epi no âmbito do enfrentamento da emergência de saúde pública de importância internacional decorrente da covid na forma estabelecida pela lei,1
contratação de empresa especializada para em caráter de urgência fornecer equipamento hospitalar bomba de vácuo para suprir a necessidade do hospital infantil lucídio portela possibilitando os procedimentos médicos dos pacientes internos bem como aqueles com suspeita  infectados por covid errata em    pag,1
aquisição de medicamentos ácidos graxos cefepima ceftriaxona e outros em caráter emergencial para suprir o hospital maternidade dona evangelina rosa mder no enfrentamento da emergência de saúde pública decorrente do novo coronavirus covid,1
aquisição de face shild em lâmina de acetota com corte laser acolchoada e aplicada através de elástico para atender as necessidades da secretaria municipal de saúde da cidade de ribeiro goncalves pi,1
contratação de empresa em caráter de urgência para fornecimento de medicamento padronizado salbutamol mg ml ml inj amp para tratamento de pacientes com suspeita  infectados por covid  novo coronavírus responsável pelo surto de abrangência nacional para um período de três meses conforme solicitado pelo hospital infantil lucídio portela hilp,1
aquisição de medicamentos covid  no enfretamento do corona vírus covid na forma estabelecida pela lei,1
contratação de empresa especializada para o fornecimento de medicamentos álcool gel luvas mascaras e etc para secretaria municipal de saúde deste municipio medida preventiva e de combate a covid,1
aquisição de materiais hospitalares destinados ao enfretamento da emergência de saúde pública decorrente do coronavírus covid  no município de lagoa alegre pi,1
contratação de empresa para aquisição de máscara facial tnt gr para proteção individual no combate a pandemia covid  no município de castelo do piauí pi,1
fornecimento de equipamentos de proteção individual epis e outros destinados ao enfrentamento da pandemia da covid,1
aquisição de máscaras de tecido duplo para atender as necessidades do municipio de demerval lobão  pi no combate ao covid,1
aquisição de álcool em gel e liquido para o enfrentamento do covid  no município de santo antonio de lisboa pi,1
aquisição de um túnel lnflável desinfecção x contra o covid  para município de morro cabeça no tempo pi,0
contratação de empresa para fornecimento de medteste coronavirus covid  para a prefeitura municipal de caldeirão grande do piauí pi,1
aquisição de capotes em tnt para atender as necessidades do municipio de demerval lobão pi no combate ao covid,1
aquisição de material hospitalar e epis a serem utilizados no enfrentamento da pandemia causada pelo covid,1
aquisição de epi equipamentos de proteção individual para serem utlllzados em atendimento no cras e na secretaria de assistência social combate ao corona vírus do município de morro cabeça na tempo pi,1
aquisição de medicamentos manipulados,1
aquisição de carga e recarga de oxigênio medicinal em caráter emergencial para a prevenção e ou combate ao covid  e para atender as necessidades do hospital municipal de união pi,1
aditivo de acréscimo de à dispensa,0
aquisição de testes rapidos covid  igg igm para auxilio no diaonostico da doença por infecção por coronavírus covld  necessarios as açoes da secretaria municipal de saúde do municipio de santana do piaui pi na detecção rapida e qualitativa dos anticorpos igg igm,1
aquisição de epi s equipamentos de proteção lndividual mascara semi facial filtrante luvas toucas descartaveis alcool em gel alcool liquido e mascara tripla para atender as necessidades desta secretaria municipal de saúde do município de bom princípio do piauí pi,1
aquisição de material hospitalar e epis a serem utilizados no enfrentamento da pandemia causada pelo covid  visando atender as necessidades desta municipalidade no extrato o cnpj publicado foi o     que se refere na verdade à empresa viamed,1
aquisição de alcool gel macacões impermeáveis máscaras descartáveis para procedimento tnt b pff para atender as necessidades do municipio de demerval lobão pi no combate ao covid,1
contratação de empresa para a aquisição de equipamentos de proteção individual epis que serão utilizados por funcionários da rede do sistema único da assistência social suas que estão atuando na campanha de combate e prevenção ao covid no município de pedro ii pmpii pi,1
aquisição de materiais necessários epis em caráter de urgência visando ações de combate ao coronavirus conforme processo administrativo   a,1
aquisição de equipamentos hospitalares para serem utilizados na região de saúde de entre rios cocais carnaubas vale do sambito vale do canindé serra da capivara e chapada das mangabeiras,1
contratação de empresa para fornecimento de equipamentos e insumos de proteção individual epis para ao fundo municipal de assistência social de alvorada do gurguéia pi,1
aquisição de material de proteçao individual,1
aquisição de oxigênio,1
aquisiçao de medicamentos para montagem de kits de combate ao covid  como medida da enfrentamento ao covid  em vila nova do piauí pi,1
aquisição de epis avental colete macacão máscara e propé para o enfrentamento do covid  no município de jacobina do piauí pi,1
aquisição de materiais aventais mascaras e macacão para o enfrentamento do covid  no município de paulistana pi,1
contratação de empresa para fornecimento de alcool gel e líquido luvas aventais para os profissionais da assistência social na prevenção e combate ao covid no município de jaicós pi,1
aquisição de kit mascara de ventilação artificial ppc nasal neonal,1
para a aquisição de sessenta mil unidades de sonda uretral descartável,1
aquisição emergencial de cinquenta mil testes de reagentes com três equipamentos de automação em comodato publicação do dia pg mencionava quinhentos mil testes pelo mesmo valor e com base no mesmo processo administrativo,1
aquisiçao de kits de diagnóstico coronavirus covid  igg e igm como medida de enfrentamento ao covid  em vila nova do piaui pi,1
aquisição de mascara descartavel tripla de carater emergencial para a prevenção e ou combate ao covid  e para atender as necessidades do hospital municipal de união pi,1
aquislcao de testes rapidos para a secretaria municipal de saude do municipio de baixa grande do ribeiro pi,1
aquisiçao de testes rápidos para covid  igg igm como medida de enfrentamento ao covid· em vila nova do piauí pi,1
aquisiçao de testes rapidos de covid  para a secretaria municipal de saúde do municipio de baixa grande do ribeiro pi,1
contrato de aquisição de epi s e insumos para atender as necessidades da secretaria municipal de saúde de são joão da verjota para enfrentamento da emergência de saúde pública decorrente do coronavirus,1
aquisição de equipamentos de proteção individual  epis das equipes do creas cras e centro de convivência na execução de ações socioassistenciais da rede do sistema único de assistencia social  suas do município de monsenhor gil pi,1
aquisição em carater emergencial de equipamentos de protecdo individual epi para os profissionais que atuam no combate e enfrentamento do covid  no municipio de parnaiba pi,1
o presente contrato tem por objeto a aquisiçao de medicamentos para o hospital nossa senhora de fatima com finalidade no tratamento de pacientes infectados pelo covid no municipio de parnaiba pi,1
contratação de empresa especializada na confecção de protetor facial,1
contrataçao direta para aquisiçao de medicamento usado no protocolo do tratamento de pacientes com sintomas iniciais do covid  a ser distribuido na ubs referência covid josé wiliam zona urbana deste municipio,1
contratação de empresa para produção de máscaras respiratórias em intertela tnt conforme especificações para atender as necessidades do municipio de ribeiro goncalves  pi,1
aquisição de medicamentos para atender as necessidades da secretaria de saúde do municipio de padre marcos pi,1
contratação de empresa objetivando a aquisição em carater emergencial de medicamentos para o hospital n sra de fatima com a finalidade no tratamento de pacientes infectados pelo covid  no municipio de parnaiba pi,1
aquisição de equipamentos de proteção individual epi destinados a secretaria municipal de assistência social para atendimento as medidas de enfrentamento a pandemia do coronavirus covid  no municipio de são joão da canabrava·pi,1
fornecimento de material hospitalar destinado ao enfrentamento da pandemia da covid  no âmbito do município de joaquim pires pi,1
contratação de empresa para aquisição de viseiras de proteção facial para a prevenção ao corona virus covid  das equipes de referencla e demais servidores da setas,1
serviço medico de laudo de diagnostico por imagem,1
aquisição de cem equipamentos hospitalares monitores multiparametros de sinais vitais para implementação de leitos em unidades hospitalares como medida de enfrentamento ao novo coronavírus,1
contratação de pessoa fisica para aquisição de máscaras três camadas com gramatura para o combate ao covid,1
contratação de empresa para fornecimento de kits de proteção individual pessoal para equipe de trabalhadores do suas que operam na linha de frente no atendimento aos usuários do suas garantindo a cobertura da proteção social em tempos de pandemia no âmbito do município de joão costa sob responsabilidade da secretaria municipal de assistência social bem como trabalhadores de outras áreas vinculadas à administração geral que em determinadas situações vierem a precisar,1
aquisição de testes para diagnóstico de covid  lgg lgm conforme especificações para auxilio no combate a pandemia do novo coronavirus no município de valença do piauí pi,1
contratação de pessoa jurídica para o fornecimento de materiais de proteção máscara cirúrgica para combate e enfrentamento da covid  no município de são josé do divino pi,1
contratação de empresa para fornecimento de máscaras luvas e álcool gel para atender as demandas da secretaria municipal de assistência social de beneditinos pi,1
aquisição de equipamentos para o serviço de nutrição para aparelhamento dos hospitais de campanha no combate à covid  no município de teresina processo administrativo n° de forma a atender as necessidades da fms,1
aquisição de teste rapido para o coronavirus covid  publicação original em pg com prazo de vigência até,1
contratação de pessoa fisica para aquisição de material de epis em função da atualização dos protocolos de enfrentamento ao covid,1
aquisição de material destinado à implantação da rede de gases medicinais nos hospitais de campanha de teresina voltados ao enfrentamento do coronavírus,1
aquisição de equipamento laboratorial,1
o presente contrato tem por objeto a aquisiçao de medicamentos para o hospital nossa senhora de fatima para atender os pacientes infectados com o covid  no municipio de parnaiba pi,1
produção de epi  s para utilização pela fms nas ações de enfrentamento da infecção causada pelo novo coronavírus covid,1
aquisição de material radiológico,1
aquisição de avental imper cirúrgico no âmbito do enfrent da emerg de saúde pública de importância internacional décorrente da covid na forma estabelecida pela lei,1
ajuda financeira por meio de contribuição para realização do projeto máscaras para a vida produção proteção que será realizado durante os meses de maio  a julho  com a produção de máscaras de tecido dupla face para distribuição aos cidadãos vulneráveis da zona sul de teresina,1
aquisição de epi luvas avental mascaras profissionais no âmbito do enfrent da emerg de saúde pública decorrente da covid na forma estabelecida pela lei,1
copo umidificador p  oxigênio e outros itens,1
aquisição de equipamentos de protecao individual epi e correlatos destinados ao enfrentamento da emergencia de saúde pública decorrente do coronavirus covid  para o municip o de alagoinha do p aui pi,1
aquisição de materiais para realização de eletrocardiograma nas unidades básicas de saúde,1
aquisição de avental descontaminação e luvas cirúrgicas no âmbito do enfrent da emerg de saúde pública de importância internacional decorrente da covid na forma estabelecida pela lei,1
contratação de empresa para fornecimento em carater de urgencia de material médico hospitalar um craniotomo para suprir as necessidades do hospital infantil lucidio portela hilp,1
aquisição de eletrocardiógrafo para equipar unidade de saúde para enfrentamento da covid,1
aquisição de termômetro digital mira laser para secretaria mumcipal de saúde,1
aquisição de medicamentos ácidos graxos cefepima ceftriaxona e outros em caráter emergencial para suprir o hospital maternidade dona evangelina rosa mder no enfrentamento da emergência de saúde pública decorrente do novo coronavirus covid  ratificação,1
papel toalha formato crepado  quant serviços vr unit r vr total agua sanitaria solucao aquosa principio ativo hipoclorito de sodio plástica contendo ml  vr unit r vr total detergente liquido  quant serviços vr unit r vr total quantidade de serviços vr unit r vr total errata de publicação do dia pg alterando o objeto e aumentando o valor de r para r,0
contratação de empresa ou pessoa física para fornecimento de máscaras de proteção prontas em tecido com fundamento as políticas públicas criadas pelo governo municipal no combate à pandemia do novo coronavírus covid,1
aquisição em caráter emergencial de testes rápidos para o covid visando o a intensificação da fase de testagem e a identificação de passiveis casos da doença no município de capitão de campos pi sob solicitação da secretaria municipal de saúde do referido município,1
contratação de empresa para o fornecimento de capotes hospitalares epi confeccionado em tecido tnt espessura manga longa comprimento cm com viés no punho e gola torçal para amarração na cintura para enfrentamento da pandemia,1
aquisição em carater emergencial de material médico hospitalar — epi para os profissionais que atuam no combate e enfrentamento do covid  no municipio de parnaiba pi,1
aquisição de material hospitalar válvula de oxigênio com fluxômetro válvula de ar comprimido com fluxômetro fluxômetro para oxigênio e fluxômetro para ar comprimido destinados a atender as necessidades da rede hospitalar da fundação municipal de saúde de teresina publicado originalmente em pg,0
aquisição de equipamentos de proteção e higiene para atender as necessidades referentes ao combate do covid,1
objeto é aquisição de insumos equipamentos de proteção individual epi máscaras cirúrgicas oxímetro e álcool em gel para atender as necessidades referentes ao combate do covid  para a secretaria municipal de saúde,1
aquisição de álcool cm gel de ml para o enfrentamento do covid  no municipio de bocaina  pi,1
contrato de empresa para o fornecimento de epi s destinados às equipes de profissionais da secretaria municipal de saúde e saneamento e do hospital municipal dona lourdes mota de pio ix pi que estão trabalhando no enfrentamento da covid,1
contratação de empresa para aquisição de epis para execução de ações socioassistenciais e estruturação da rede para o combate ao covid  no município de monsenhor hipólito pi,1
aquisiçao em carater emergencial de materiais hospitalares para o hospital nossa senhora de fatima com finalidade em atender pacientes infectados pelo covid  no municipio de parnaiba pi,1
contratação de empresa para o fornecimento de teste rápido covid  para enfrentamento da pandemia causada pelo coronavirus covid  conforme especificações e demais exigências previstas neste edital e seus anexos como se aqui estivessem transcritos,1
presente contrato tem por objeto a contratacao de empresa objetivando a aquisição em carater emergencial de medicamentos para o hospital n sra de fatima com a finalidade no tratamento de pacientes infectados pelo covid  no municipio de parnaiba pi,1
contratação de empresa objetivando a aquisiçao em carater emergencial de material hospitalar para o hospital n sra de fatima com a finalidade no tratamento de pacientes infectados pelo covid  no municipio de parnaiba pi,1
o presente termo aditivo tem como objeto acrescer mais cento e vinte e cinco testes rápidos ao contrato,1
aquisiçao em carater emergencial de equipamentos de material médico hospitalar para os profissionais que atuam no combate e enfrentamento do covid  no municipio de parnaiba pi,1
o presente contrato tem por objeto a aquisiçao de materiais hospitalares para o hospital nossa senhora de fatima para atender os pacientes infectados com o covid  no municipio de parnaiba pi,1
fornecimento dos medicamentos cloroquina difosfato mg comprimidos e zinco mg comprimidos destinado à secretaria municipal da saúde para enfrentamento do vírus covid  no municipio de cristino castro pi,1
aquisição de máscaras de proteção individual faixas educativas banners totem porta gel e máscaras respiratórias para enfrentamento da,1
o fornecinento de quatrocentos testes rápidos para a covid  destinados ao atendimento da demanda emergencial da secretaria municipal da saúde de cristino castro pi,1
aquisição de material hospitalar e epis para atender as necessidades das unidades basicas de saúde,1
aquisição de teste rápido para covid  igg  igm para o enfrentamento ao coronavírus,1
fornecimento de equipamentos de proteção individual e outros destinado ao enfrentamento da pandemia da covid  no âmbito do municipio de juazeiro do piauí pi,1
fornecimento de epis equipamentos e materiais de limpeza e higiene destinados ao enfretamento à pandemia do novo coronavírus covid  no do município de são gonçalo do piauí,1
contratação de empresa para a aquisição de materiais hospitalares destinados ao enfretamento da emergência de saúde pública decorrente do coronavírus covid  no município de lagoa alegre pi,1
aquisição de oito mil máscaras faciais para proteção das equipes no combate à pandemia da covid,1
contratação de empresa para fornecimentos de epis reutilizaveis para os profissionais o combate covid no município de coronel jose dias pi,1
aquisição de equipamentos de proteção individual epi destinados a utilização das equipes de trabalho para enfrentamento da covid  e também mascaras descartáveis para distribuição a pessoas de baixa renda neste município de dirceu arcoverde pi,1
segundo fornecimento emergencial de equipamentos epi e insumos para atendimento hospitalar destilados aos profissionais da área da saúde coordenados pela secretaria municipal de saude de cristino castro,1
aquisição de materiais e equipamentos avental de tnt máscara tripla óculos de proteção protetor facial máscara pff para o enfrentamento do covid  no município de monsenhor hipólito  pi,1
contratação de empresa para fornecimento de testes rápidos para o vírus covid,1
aquisição de álcool em gel e álcool líquido para o município de barra dalcântara pi conforme especificações e quantitativos em anexo parte integrante do processo licitatório em epígrafe,1
aquisição de kit de gasometria,1
aquisição de medicamentos para ações de enfrentamento da emergência de saúde pública decorrente do coronavírus  covid  para atender as necessidades das unidades hospitalares,1
aquisição de serviços farmacêuticos com manipulação de fórmulas difosfato de cloroqulna mg a ser usado nas ações do combate a pandemia do novo coronavirus covid,1
aquisição de confecção de mascaras moldadas em petg e acrilico com corte a laser para uso individual e confecção de totem dispenser álcool em aluminio e acrílico padronizado para secretária municipal de ação social trabalho e cidadania do município de são josé do piauí pi,1
aquisição de protetor para face e oculos de proteção para os profissionais da secretaria municipal de saúde do municipio de são raimundo nonato pi,1
aquisiçao de teste rapido seringa descartavel centrifuga para separação de plasma e tudo com anti coagulante para ser feito testes para covid  no municipio de são raimundo nonato,1
aquisição de kit de controle positivo para covid  com objetivo de atender as necessidades do município de luís correia pi,1
aquisição de termômetros com infravermelho e oxímetros de pulso de dedo para enfrentamento à pandemia do coronavírus valor total do contrato contando as duas empresas r,1
aquisição de materiais reutilizáveis de proteção individual confeccionados artesanalmente para atender as necessidades da secretaria de saúde do município de luís correia pi,1
contratação de empresa para aquisição parcelada e sob demanda de materiais de construção equipamentos tipo epi s para atender as necessidades da secretaria municipal de lnfraestrutura do municipio de floriano pi,1
compra de material para utilização na confecção de proteção de pessoa para evitar a contaminação pelo covid  coronavirus demarcação dos locais para dlstanclamento confecção de vestuário mascaras com eva e etc a secretaria municipal de saúde a necessidade urgente e bem como papel para fazer relatório prognósticos diagnósticos ofícios e questões administrativas essenclais que não podem parar,1
contratação dos serviços de produção de aventais descartáveis em tnt para atender as necessidades da secretaria municipal de saúde de são josé do divino pi,1
aquisição de produtos necessários asseptcim gel sabonete álcool saboneteira clorofort hip sódio creme cin em caráter de urgência visando ações de combate ao coronavirus no município de júlio borges pi,1
contratação de empresa para o fornecimento de máscaras de proteção n pff para enfrentamento da pandemia causada pelo coronavirus covid  conforme especificações e demais exigências previstas neste edital e seus anexos como se aqui estivessem transcritos publicada originalmente em pg errata publicada em pg alterando a dispensa de para e contrato de para,1
contratação direta para aquisição com urgencia de epis para os profissionais da saúde destinados ao controle e prevenção do novo coronavirus covid publicação original em pg,1
contratação de serviços para confecções de aventais para a secretaria municipal de saúde do municipio de baixa grande do ribeiro pi,1
contratação de pessoa fisica para fabricação de epis,1
aquisição de eletrocardiograma destinado a uti do instituto de doenças tropicais natan portela,1
aquisição de testes para covid,1
aquisição parcelada de medicamentos por meio da adesão ata de registro de preços  na modaudade pregão eletrônico n    srp termo de cooperação técnica  entre o municipio de altos pi e são raimundo nonato pi para atender as necessidades da secretaria de saúde municipio de são raimundo nonato pi,1
contrataçao de empresa objetivando a aquisiçao em carater emergencial de medicamentos e teste de covid  para o hospital n sra de fatima tratar os pacientes infectados pelo covid  e testar possiveis infectados no municipio de parnaiba pi,1
aquisição de teste rápido para serem utilizados na triagem dos pacientes que apresentarem sintomas com quadro clínico sugestivo ao covid  a fim de subsidiarias ações e medidas de controle e prevenção do novo coronavirus covid  testes,1
para a aquisição de um ensaio imunocromatográfico para detecção rápida qualitativa de antígenos da síndrome respiratória aguda grave por coronavírus sars covl em amostras de swabs da nasofaringe de humanos destinados a atender as necessidades da fundação municipal de saúde fms,1
contratação de empresa para fornecimento de oxigênio medicinal para atender as necessidades do município de simplício mendes pi,1
aquisição de materiais de epis para atender às necessidades da secretaria municipal de assistência social do municipio de ribeiro gonçalves pi,1
aquisição em carater emergencial de materiais hospitalares para o hospital n sra de fatima com a finalidade de atender os pacientes infectados pelo covid  no municipio de parnaiba pi,1
aquisição de equipamentos de proteção individual com o intuito de abastecer as unidades de saúde samu laboratório municipal hospital municipal etc para atender as necessidades do município de luís correia pi,1
aquisição de máscaras faciais para atender as necessidades da secretaria de saúde da prefeitura municipal de caxingó pi,1
contrataçao de empresa de fornecimento de bens e insumos de saúde destinados ao enfrentamento da emergência de saúde pública de importancia internacional decorrente do coronavirus para atender o municipio de tamboril do piaui,1
aquisição de mil máscaras de tecldo para atender as necessidades do municipio de demerval lobão para o combate ao covid,1
aquisição de teste rápido para detecção de covid,1
suporte para saco l hiper box destinado a uti do instituto de doenças tropicais natan portela,1
aquisição de epis máscara hospitalar óculos de proteção e protetor facial para o enfrentamento do covid  no município de paulistana pi,1
aquisição de banquetas com estrutura tubular aço inoxidável destinado a uti do instituto de doenças tropicais natan portela,1
equipamentos hospitalares destinado a uti do instituto de doenças tropicais natan portela,1
aquisição de poltronas reclináveis e suportes para soro móveis destinado a uti do instituto de doenças tropicais natan portela,1
